raceId,driverId,constructorId,position,q1,q2,q3
96,47,18,17,0 days 00:01:34.398000,0 days 00:00:00,0 days 00:00:00
96,14,1,18,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
96,21,15,19,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
96,46,18,20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
97,23,3,1,0 days 00:01:12.275000,0 days 00:00:00,0 days 00:00:00
97,18,16,2,0 days 00:01:12.341000,0 days 00:00:00,0 days 00:00:00
97,15,4,3,0 days 00:01:13.023000,0 days 00:00:00,0 days 00:00:00
97,31,3,4,0 days 00:01:13.072000,0 days 00:00:00,0 days 00:00:00
97,4,4,5,0 days 00:01:13.308000,0 days 00:00:00,0 days 00:00:00
97,30,6,6,0 days 00:01:13.355000,0 days 00:00:00,0 days 00:00:00
97,22,6,7,0 days 00:01:13.562000,0 days 00:00:00,0 days 00:00:00
97,8,1,8,0 days 00:01:13.595000,0 days 00:00:00,0 days 00:00:00
97,14,1,9,0 days 00:01:13.681000,0 days 00:00:00,0 days 00:00:00
97,32,19,10,0 days 00:01:14.532000,0 days 00:00:00,0 days 00:00:00
97,21,15,11,0 days 00:01:14.674000,0 days 00:00:00,0 days 00:00:00
97,43,7,12,0 days 00:01:14.851000,0 days 00:00:00,0 days 00:00:00
97,44,7,13,0 days 00:01:14.891000,0 days 00:00:00,0 days 00:00:00
97,17,19,14,0 days 00:01:15.148000,0 days 00:00:00,0 days 00:00:00
97,2,17,15,0 days 00:01:15.321000,0 days 00:00:00,0 days 00:00:00
97,10,17,16,0 days 00:01:16.323000,0 days 00:00:00,0 days 00:00:00
97,11,16,17,0 days 00:01:17.004000,0 days 00:00:00,0 days 00:00:00
97,47,18,18,0 days 00:01:17.064000,0 days 00:00:00,0 days 00:00:00
97,13,15,19,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
97,46,18,20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
98,22,6,1,0 days 00:01:10.223000,0 days 00:00:00,0 days 00:00:00
98,30,6,2,0 days 00:01:10.400000,0 days 00:00:00,0 days 00:00:00
98,11,16,3,0 days 00:01:10.601000,0 days 00:00:00,0 days 00:00:00
98,18,16,4,0 days 00:01:10.820000,0 days 00:00:00,0 days 00:00:00
98,31,3,5,0 days 00:01:11.062000,0 days 00:00:00,0 days 00:00:00
98,23,3,6,0 days 00:01:11.106000,0 days 00:00:00,0 days 00:00:00
98,8,1,7,0 days 00:01:11.137000,0 days 00:00:00,0 days 00:00:00
98,44,7,8,0 days 00:01:11.167000,0 days 00:00:00,0 days 00:00:00
98,4,4,9,0 days 00:01:11.185000,0 days 00:00:00,0 days 00:00:00
98,17,19,10,0 days 00:01:11.286000,0 days 00:00:00,0 days 00:00:00
98,43,7,11,0 days 00:01:11.691000,0 days 00:00:00,0 days 00:00:00
98,14,1,12,0 days 00:01:12.026000,0 days 00:00:00,0 days 00:00:00
98,32,19,13,0 days 00:01:12.170000,0 days 00:00:00,0 days 00:00:00
98,21,15,14,0 days 00:01:12.470000,0 days 00:00:00,0 days 00:00:00
98,13,15,15,0 days 00:01:12.721000,0 days 00:00:00,0 days 00:00:00
98,2,17,16,0 days 00:01:13.147000,0 days 00:00:00,0 days 00:00:00
98,45,17,17,0 days 00:01:13.375000,0 days 00:00:00,0 days 00:00:00
98,46,18,18,0 days 00:01:14.010000,0 days 00:00:00,0 days 00:00:00
98,47,18,19,0 days 00:01:14.812000,0 days 00:00:00,0 days 00:00:00
98,15,4,20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
99,4,4,1,0 days 00:01:13.698000,0 days 00:00:00,0 days 00:00:00
99,30,6,2,0 days 00:01:13.971000,0 days 00:00:00,0 days 00:00:00
99,14,1,3,0 days 00:01:13.987000,0 days 00:00:00,0 days 00:00:00
99,18,16,4,0 days 00:01:13.995000,0 days 00:00:00,0 days 00:00:00
99,15,4,5,0 days 00:01:14.070000,0 days 00:00:00,0 days 00:00:00
99,31,3,6,0 days 00:01:14.172000,0 days 00:00:00,0 days 00:00:00
99,11,16,7,0 days 00:01:14.240000,0 days 00:00:00,0 days 00:00:00
99,48,3,8,0 days 00:01:14.275000,0 days 00:00:00,0 days 00:00:00
99,8,1,9,0 days 00:01:14.346000,0 days 00:00:00,0 days 00:00:00
99,22,6,10,0 days 00:01:14.478000,0 days 00:00:00,0 days 00:00:00
99,43,7,11,0 days 00:01:14.553000,0 days 00:00:00,0 days 00:00:00
99,17,19,12,0 days 00:01:14.798000,0 days 00:00:00,0 days 00:00:00
99,32,19,13,0 days 00:01:15.065000,0 days 00:00:00,0 days 00:00:00
99,44,7,14,0 days 00:01:15.130000,0 days 00:00:00,0 days 00:00:00
99,21,15,15,0 days 00:01:16.177000,0 days 00:00:00,0 days 00:00:00
99,13,15,16,0 days 00:01:16.200000,0 days 00:00:00,0 days 00:00:00
99,2,17,17,0 days 00:01:16.807000,0 days 00:00:00,0 days 00:00:00
99,45,17,18,0 days 00:01:17.462000,0 days 00:00:00,0 days 00:00:00
99,46,18,19,0 days 00:01:17.913000,0 days 00:00:00,0 days 00:00:00
99,47,18,20,0 days 00:01:18.247000,0 days 00:00:00,0 days 00:00:00
100,8,1,1,0 days 00:01:18.233000,0 days 00:00:00,0 days 00:00:00
100,22,6,2,0 days 00:01:18.305000,0 days 00:00:00,0 days 00:00:00
100,18,16,3,0 days 00:01:18.580000,0 days 00:00:00,0 days 00:00:00
100,30,6,4,0 days 00:01:18.710000,0 days 00:00:00,0 days 00:00:00
100,15,4,5,0 days 00:01:18.715000,0 days 00:00:00,0 days 00:00:00
100,4,4,6,0 days 00:01:18.811000,0 days 00:00:00,0 days 00:00:00
100,14,1,7,0 days 00:01:19.148000,0 days 00:00:00,0 days 00:00:00
100,31,3,8,0 days 00:01:19.378000,0 days 00:00:00,0 days 00:00:00
100,11,16,9,0 days 00:01:19.688000,0 days 00:00:00,0 days 00:00:00
100,17,19,10,0 days 00:01:20.004000,0 days 00:00:00,0 days 00:00:00
100,13,15,11,0 days 00:01:20.202000,0 days 00:00:00,0 days 00:00:00
100,44,7,12,0 days 00:01:20.335000,0 days 00:00:00,0 days 00:00:00
100,48,3,13,0 days 00:01:20.335000,0 days 00:00:00,0 days 00:00:00
100,43,7,14,0 days 00:01:20.545000,0 days 00:00:00,0 days 00:00:00
100,32,19,15,0 days 00:01:21.559000,0 days 00:00:00,0 days 00:00:00
100,45,17,16,0 days 00:01:22.458000,0 days 00:00:00,0 days 00:00:00
100,2,17,17,0 days 00:01:22.677000,0 days 00:00:00,0 days 00:00:00
100,46,18,18,0 days 00:01:23.437000,0 days 00:00:00,0 days 00:00:00
100,47,18,19,0 days 00:01:24.117000,0 days 00:00:00,0 days 00:00:00
100,21,15,20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
101,30,6,1,0 days 00:01:13.306000,0 days 00:00:00,0 days 00:00:00
101,31,3,2,0 days 00:01:13.668000,0 days 00:00:00,0 days 00:00:00
101,18,16,3,0 days 00:01:13.674000,0 days 00:00:00,0 days 00:00:00
101,8,1,4,0 days 00:01:13.690000,0 days 00:00:00,0 days 00:00:00
101,14,1,5,0 days 00:01:13.821000,0 days 00:00:00,0 days 00:00:00
101,4,4,6,0 days 00:01:13.874000,0 days 00:00:00,0 days 00:00:00
101,15,4,7,0 days 00:01:14.134000,0 days 00:00:00,0 days 00:00:00
101,22,6,8,0 days 00:01:14.278000,0 days 00:00:00,0 days 00:00:00
101,11,16,9,0 days 00:01:14.287000,0 days 00:00:00,0 days 00:00:00
101,44,7,10,0 days 00:01:14.368000,0 days 00:00:00,0 days 00:00:00
101,42,3,11,0 days 00:01:14.556000,0 days 00:00:00,0 days 00:00:00
101,17,19,12,0 days 00:01:14.802000,0 days 00:00:00,0 days 00:00:00
101,32,19,13,0 days 00:01:15.011000,0 days 00:00:00,0 days 00:00:00
101,21,15,14,0 days 00:01:15.395000,0 days 00:00:00,0 days 00:00:00
101,43,7,15,0 days 00:01:15.454000,0 days 00:00:00,0 days 00:00:00
101,13,15,16,0 days 00:01:15.616000,0 days 00:00:00,0 days 00:00:00
101,45,17,17,0 days 00:01:16.192000,0 days 00:00:00,0 days 00:00:00
101,2,17,18,0 days 00:01:16.310000,0 days 00:00:00,0 days 00:00:00
101,46,18,19,0 days 00:01:18.055000,0 days 00:00:00,0 days 00:00:00
101,47,18,20,0 days 00:01:18.400000,0 days 00:00:00,0 days 00:00:00
102,30,6,1,0 days 00:01:19.146000,0 days 00:00:00,0 days 00:00:00
102,22,6,2,0 days 00:01:19.323000,0 days 00:00:00,0 days 00:00:00
102,11,16,3,0 days 00:01:19.693000,0 days 00:00:00,0 days 00:00:00
102,18,16,4,0 days 00:01:19.700000,0 days 00:00:00,0 days 00:00:00
102,4,4,5,0 days 00:01:19.996000,0 days 00:00:00,0 days 00:00:00
102,42,3,6,0 days 00:01:20.170000,0 days 00:00:00,0 days 00:00:00
102,31,3,7,0 days 00:01:20.199000,0 days 00:00:00,0 days 00:00:00
102,21,15,8,0 days 00:01:20.324000,0 days 00:00:00,0 days 00:00:00
102,15,4,9,0 days 00:01:20.411000,0 days 00:00:00,0 days 00:00:00
102,8,1,10,0 days 00:01:20.570000,0 days 00:00:00,0 days 00:00:00
102,17,19,11,0 days 00:01:20.730000,0 days 00:00:00,0 days 00:00:00
102,14,1,12,0 days 00:01:20.897000,0 days 00:00:00,0 days 00:00:00
102,44,7,13,0 days 00:01:21.068000,0 days 00:00:00,0 days 00:00:00
102,32,19,14,0 days 00:01:21.118000,0 days 00:00:00,0 days 00:00:00
102,41,7,15,0 days 00:01:21.135000,0 days 00:00:00,0 days 00:00:00
102,2,17,16,0 days 00:01:22.180000,0 days 00:00:00,0 days 00:00:00
102,45,17,17,0 days 00:01:22.356000,0 days 00:00:00,0 days 00:00:00
102,47,18,18,0 days 00:01:24.329000,0 days 00:00:00,0 days 00:00:00
102,46,18,19,0 days 00:01:24.679000,0 days 00:00:00,0 days 00:00:00
102,13,15,20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
103,15,4,1,0 days 00:01:56.232000,0 days 00:00:00,0 days 00:00:00
103,30,6,2,0 days 00:01:56.304000,0 days 00:00:00,0 days 00:00:00
103,4,4,3,0 days 00:01:56.686000,0 days 00:00:00,0 days 00:00:00
103,14,1,4,0 days 00:01:57.990000,0 days 00:00:00,0 days 00:00:00
103,21,15,5,0 days 00:01:58.040000,0 days 00:00:00,0 days 00:00:00
103,22,6,6,0 days 00:01:58.175000,0 days 00:00:00,0 days 00:00:00
103,17,19,7,0 days 00:01:58.729000,0 days 00:00:00,0 days 00:00:00
103,13,15,8,0 days 00:01:59.008000,0 days 00:00:00,0 days 00:00:00
103,44,7,9,0 days 00:01:59.552000,0 days 00:00:00,0 days 00:00:00
103,8,1,10,0 days 00:01:59.635000,0 days 00:00:00,0 days 00:00:00
103,31,3,11,0 days 00:01:59.681000,0 days 00:00:00,0 days 00:00:00
103,18,16,12,0 days 00:02:00.237000,0 days 00:00:00,0 days 00:00:00
103,32,19,13,0 days 00:02:01.246000,0 days 00:00:00,0 days 00:00:00
103,42,3,14,0 days 00:02:01.447000,0 days 00:00:00,0 days 00:00:00
103,11,16,15,0 days 00:02:01.813000,0 days 00:00:00,0 days 00:00:00
103,2,17,16,0 days 00:02:02.645000,0 days 00:00:00,0 days 00:00:00
103,46,18,17,0 days 00:02:02.651000,0 days 00:00:00,0 days 00:00:00
103,47,18,18,0 days 00:02:03.303000,0 days 00:00:00,0 days 00:00:00
103,45,17,19,0 days 00:02:03.833000,0 days 00:00:00,0 days 00:00:00
103,41,7,20,0 days 00:02:03.895000,0 days 00:00:00,0 days 00:00:00
105,22,6,1,0 days 00:01:34.012000,0 days 00:00:00,0 days 00:00:00
105,8,1,2,0 days 00:01:34.178000,0 days 00:00:00,0 days 00:00:00
105,18,16,3,0 days 00:01:34.295000,0 days 00:00:00,0 days 00:00:00
105,13,15,4,0 days 00:01:34.759000,0 days 00:00:00,0 days 00:00:00
105,23,3,5,0 days 00:01:34.891000,0 days 00:00:00,0 days 00:00:00
105,4,4,6,0 days 00:01:34.917000,0 days 00:00:00,0 days 00:00:00
105,21,15,7,0 days 00:01:34.951000,0 days 00:00:00,0 days 00:00:00
105,44,7,8,0 days 00:01:34.975000,0 days 00:00:00,0 days 00:00:00
105,11,16,9,0 days 00:01:34.993000,0 days 00:00:00,0 days 00:00:00
105,14,1,10,0 days 00:01:35.029000,0 days 00:00:00,0 days 00:00:00
105,31,3,11,0 days 00:01:35.245000,0 days 00:00:00,0 days 00:00:00
105,17,19,12,0 days 00:01:35.286000,0 days 00:00:00,0 days 00:00:00
105,35,4,13,0 days 00:01:35.384000,0 days 00:00:00,0 days 00:00:00
105,41,7,14,0 days 00:01:35.410000,0 days 00:00:00,0 days 00:00:00
105,2,17,15,0 days 00:01:36.507000,0 days 00:00:00,0 days 00:00:00
105,32,19,16,0 days 00:01:36.535000,0 days 00:00:00,0 days 00:00:00
105,10,17,17,0 days 00:01:37.140000,0 days 00:00:00,0 days 00:00:00
105,47,18,18,0 days 00:01:40.240000,0 days 00:00:00,0 days 00:00:00
105,46,18,19,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
105,30,6,20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
106,30,6,1,0 days 00:01:33.542000,0 days 00:00:00,0 days 00:00:00
106,23,3,2,0 days 00:01:34.032000,0 days 00:00:00,0 days 00:00:00
106,17,19,3,0 days 00:01:34.571000,0 days 00:00:00,0 days 00:00:00
106,11,16,4,0 days 00:01:34.897000,0 days 00:00:00,0 days 00:00:00
106,18,16,5,0 days 00:01:35.157000,0 days 00:00:00,0 days 00:00:00
106,15,7,6,0 days 00:01:35.213000,0 days 00:00:00,0 days 00:00:00
106,21,15,7,0 days 00:01:36.136000,0 days 00:00:00,0 days 00:00:00
106,14,1,8,0 days 00:01:36.156000,0 days 00:00:00,0 days 00:00:00
106,35,4,9,0 days 00:01:36.274000,0 days 00:00:00,0 days 00:00:00
106,44,7,10,0 days 00:01:36.420000,0 days 00:00:00,0 days 00:00:00
106,4,4,11,0 days 00:01:36.663000,0 days 00:00:00,0 days 00:00:00
106,8,1,12,0 days 00:01:36.820000,0 days 00:00:00,0 days 00:00:00
106,31,3,13,0 days 00:01:37.653000,0 days 00:00:00,0 days 00:00:00
106,32,19,14,0 days 00:01:38.258000,0 days 00:00:00,0 days 00:00:00
106,22,6,15,0 days 00:01:38.637000,0 days 00:00:00,0 days 00:00:00
106,2,17,16,0 days 00:01:41.953000,0 days 00:00:00,0 days 00:00:00
106,10,17,17,0 days 00:01:43.533000,0 days 00:00:00,0 days 00:00:00
106,46,18,18,0 days 00:01:48.069000,0 days 00:00:00,0 days 00:00:00
106,47,18,19,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
106,13,15,20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
107,22,6,1,0 days 00:01:10.646000,0 days 00:00:00,0 days 00:00:00
107,31,3,2,0 days 00:01:10.850000,0 days 00:00:00,0 days 00:00:00
107,8,1,3,0 days 00:01:10.892000,0 days 00:00:00,0 days 00:00:00
107,13,15,4,0 days 00:01:10.922000,0 days 00:00:00,0 days 00:00:00
107,18,16,5,0 days 00:01:11.092000,0 days 00:00:00,0 days 00:00:00
107,11,16,6,0 days 00:01:11.120000,0 days 00:00:00,0 days 00:00:00
107,23,3,7,0 days 00:01:11.131000,0 days 00:00:00,0 days 00:00:00
107,30,6,8,0 days 00:01:11.386000,0 days 00:00:00,0 days 00:00:00
107,4,4,9,0 days 00:01:11.454000,0 days 00:00:00,0 days 00:00:00
107,15,7,10,0 days 00:01:11.483000,0 days 00:00:00,0 days 00:00:00
107,21,15,11,0 days 00:01:11.571000,0 days 00:00:00,0 days 00:00:00
107,17,19,12,0 days 00:01:11.665000,0 days 00:00:00,0 days 00:00:00
107,14,1,13,0 days 00:01:11.750000,0 days 00:00:00,0 days 00:00:00
107,35,4,14,0 days 00:01:11.836000,0 days 00:00:00,0 days 00:00:00
107,41,7,15,0 days 00:01:11.974000,0 days 00:00:00,0 days 00:00:00
107,32,19,16,0 days 00:01:12.211000,0 days 00:00:00,0 days 00:00:00
107,2,17,17,0 days 00:01:12.829000,0 days 00:00:00,0 days 00:00:00
107,10,17,18,0 days 00:01:13.502000,0 days 00:00:00,0 days 00:00:00
107,47,18,19,0 days 00:01:13.550000,0 days 00:00:00,0 days 00:00:00
107,46,18,20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
71,21,4,1,0 days 00:01:33.171000,0 days 00:01:28.289000,0 days 00:00:00
71,15,7,2,0 days 00:01:35.270000,0 days 00:01:29.159000,0 days 00:00:00
71,17,3,3,0 days 00:01:36.717000,0 days 00:01:28.279000,0 days 00:00:00
71,35,15,4,0 days 00:01:36.984000,0 days 00:01:29.862000,0 days 00:00:00
71,14,9,5,0 days 00:01:38.320000,0 days 00:01:28.892000,0 days 00:00:00
71,32,9,6,0 days 00:01:37.486000,0 days 00:01:29.991000,0 days 00:00:00
71,2,3,7,0 days 00:01:39.717000,0 days 00:01:29.413000,0 days 00:00:00
71,18,16,8,0 days 00:01:41.512000,0 days 00:01:30.616000,0 days 00:00:00
71,31,1,9,0 days 00:01:45.325000,0 days 00:01:29.320000,0 days 00:00:00
71,8,1,10,0 days 00:01:44.997000,0 days 00:01:30.561000,0 days 00:00:00
71,22,6,11,0 days 00:01:45.481000,0 days 00:01:31.341000,0 days 00:00:00
71,39,17,12,0 days 00:01:44.357000,0 days 00:01:32.735000,0 days 00:00:00
71,4,4,13,0 days 00:01:47.708000,0 days 00:01:29.758000,0 days 00:00:00
71,33,17,14,0 days 00:01:46.846000,0 days 00:01:33.483000,0 days 00:00:00
71,23,7,15,0 days 00:01:51.495000,0 days 00:01:31.222000,0 days 00:00:00
71,40,18,16,0 days 00:01:50.864000,0 days 00:01:37.499000,0 days 00:00:00
71,27,18,17,0 days 00:01:49.230000,0 days 00:00:00,0 days 00:00:00
71,30,6,18,0 days 00:01:57.931000,0 days 00:00:00,0 days 00:00:00
71,11,16,19,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
71,13,15,20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
72,4,4,1,0 days 00:01:32.582000,0 days 00:01:35.090000,0 days 00:00:00
72,15,7,2,0 days 00:01:32.672000,0 days 00:01:35.253000,0 days 00:00:00
72,21,4,3,0 days 00:01:32.765000,0 days 00:01:35.683000,0 days 00:00:00
72,17,3,4,0 days 00:01:33.204000,0 days 00:01:35.700000,0 days 00:00:00
72,23,7,5,0 days 00:01:33.106000,0 days 00:01:35.901000,0 days 00:00:00
72,8,1,6,0 days 00:01:32.839000,0 days 00:01:36.644000,0 days 00:00:00
72,32,9,7,0 days 00:01:33.724000,0 days 00:01:35.865000,0 days 00:00:00
72,14,9,8,0 days 00:01:33.809000,0 days 00:01:35.891000,0 days 00:00:00
72,18,16,9,0 days 00:01:33.616000,0 days 00:01:36.216000,0 days 00:00:00
72,2,3,10,0 days 00:01:33.464000,0 days 00:01:36.453000,0 days 00:00:00
72,31,1,11,0 days 00:01:33.333000,0 days 00:01:36.757000,0 days 00:00:00
72,22,6,12,0 days 00:01:34.162000,0 days 00:01:37.340000,0 days 00:00:00
72,30,6,13,0 days 00:01:34.072000,0 days 00:01:37.561000,0 days 00:00:00
72,13,15,14,0 days 00:01:34.151000,0 days 00:01:37.733000,0 days 00:00:00
72,19,16,15,0 days 00:01:34.866000,0 days 00:01:37.024000,0 days 00:00:00
72,35,15,16,0 days 00:01:34.887000,0 days 00:01:38.108000,0 days 00:00:00
72,39,17,17,0 days 00:01:37.806000,0 days 00:01:39.850000,0 days 00:00:00
72,33,17,18,0 days 00:01:37.856000,0 days 00:01:40.106000,0 days 00:00:00
72,40,18,19,0 days 00:01:39.268000,0 days 00:01:41.918000,0 days 00:00:00
72,27,18,20,0 days 00:01:40.432000,0 days 00:01:42.569000,0 days 00:00:00
73,4,4,1,0 days 00:01:29.848000,0 days 00:01:32.054000,0 days 00:00:00
73,30,6,2,0 days 00:01:30.237000,0 days 00:01:32.120000,0 days 00:00:00
73,15,7,3,0 days 00:01:29.993000,0 days 00:01:32.667000,0 days 00:00:00
73,2,3,4,0 days 00:01:30.390000,0 days 00:01:32.827000,0 days 00:00:00
73,17,3,5,0 days 00:01:30.592000,0 days 00:01:32.670000,0 days 00:00:00
73,23,7,6,0 days 00:01:30.952000,0 days 00:01:32.319000,0 days 00:00:00
73,32,9,7,0 days 00:01:30.646000,0 days 00:01:32.723000,0 days 00:00:00
73,37,1,8,0 days 00:01:30.725000,0 days 00:01:32.648000,0 days 00:00:00
73,8,1,9,0 days 00:01:30.594000,0 days 00:01:32.930000,0 days 00:00:00
73,21,4,10,0 days 00:01:30.445000,0 days 00:01:33.320000,0 days 00:00:00
73,18,16,11,0 days 00:01:30.957000,0 days 00:01:33.391000,0 days 00:00:00
73,13,15,12,0 days 00:01:30.933000,0 days 00:01:34.269000,0 days 00:00:00
73,11,16,13,0 days 00:01:31.113000,0 days 00:01:34.450000,0 days 00:00:00
73,14,9,14,0 days 00:01:31.211000,0 days 00:01:34.633000,0 days 00:00:00
73,22,6,15,0 days 00:01:31.826000,0 days 00:01:35.867000,0 days 00:00:00
73,35,15,16,0 days 00:01:32.318000,0 days 00:01:35.665000,0 days 00:00:00
73,33,17,17,0 days 00:01:33.424000,0 days 00:01:36.004000,0 days 00:00:00
73,39,17,18,0 days 00:01:33.190000,0 days 00:01:36.953000,0 days 00:00:00
73,27,18,19,0 days 00:01:34.005000,0 days 00:01:36.417000,0 days 00:00:00
73,40,18,20,0 days 00:01:34.848000,0 days 00:01:36.413000,0 days 00:00:00
74,8,1,1,0 days 00:01:19.886000,0 days 00:01:22.994000,0 days 00:00:00
74,4,4,2,0 days 00:01:19.889000,0 days 00:01:23.552000,0 days 00:00:00
74,18,16,3,0 days 00:01:20.464000,0 days 00:01:23.641000,0 days 00:00:00
74,17,3,4,0 days 00:01:20.442000,0 days 00:01:24.069000,0 days 00:00:00
74,15,7,5,0 days 00:01:20.492000,0 days 00:01:24.026000,0 days 00:00:00
74,11,16,6,0 days 00:01:20.851000,0 days 00:01:23.807000,0 days 00:00:00
74,25,1,7,0 days 00:01:20.632000,0 days 00:01:24.057000,0 days 00:00:00
74,13,15,8,0 days 00:01:20.593000,0 days 00:01:24.337000,0 days 00:00:00
74,2,3,9,0 days 00:01:20.807000,0 days 00:01:24.389000,0 days 00:00:00
74,22,6,10,0 days 00:01:20.892000,0 days 00:01:24.351000,0 days 00:00:00
74,23,7,11,0 days 00:01:20.994000,0 days 00:01:24.422000,0 days 00:00:00
74,35,15,12,0 days 00:01:20.999000,0 days 00:01:25.260000,0 days 00:00:00
74,21,4,13,0 days 00:01:21.708000,0 days 00:01:25.002000,0 days 00:00:00
74,30,6,14,0 days 00:01:20.260000,0 days 00:01:26.984000,0 days 00:00:00
74,14,9,15,0 days 00:01:21.632000,0 days 00:01:26.438000,0 days 00:00:00
74,24,9,16,0 days 00:01:21.804000,0 days 00:01:26.351000,0 days 00:00:00
74,39,17,17,0 days 00:01:23.123000,0 days 00:01:28.976000,0 days 00:00:00
74,33,17,18,0 days 00:01:25.100000,0 days 00:01:29.152000,0 days 00:00:00
74,40,18,19,0 days 00:01:26.484000,0 days 00:01:30.564000,0 days 00:00:00
74,27,18,20,0 days 00:01:25.921000,0 days 00:00:00,0 days 00:00:00
75,8,1,1,0 days 00:01:14.819000,0 days 00:01:16.602000,0 days 00:00:00
75,17,3,2,0 days 00:01:15.042000,0 days 00:01:16.626000,0 days 00:00:00
75,4,4,3,0 days 00:01:14.811000,0 days 00:01:16.880000,0 days 00:00:00
75,23,7,4,0 days 00:01:14.870000,0 days 00:01:17.047000,0 days 00:00:00
75,15,7,5,0 days 00:01:14.795000,0 days 00:01:17.200000,0 days 00:00:00
75,21,4,6,0 days 00:01:15.601000,0 days 00:01:17.229000,0 days 00:00:00
75,31,1,7,0 days 00:01:15.902000,0 days 00:01:17.570000,0 days 00:00:00
75,30,6,8,0 days 00:01:15.398000,0 days 00:01:18.153000,0 days 00:00:00
75,14,9,9,0 days 00:01:15.795000,0 days 00:01:18.373000,0 days 00:00:00
75,13,15,10,0 days 00:01:15.863000,0 days 00:01:18.361000,0 days 00:00:00
75,24,9,11,0 days 00:01:16.288000,0 days 00:01:19.014000,0 days 00:00:00
75,35,15,12,0 days 00:01:16.794000,0 days 00:01:19.686000,0 days 00:00:00
75,39,17,13,0 days 00:01:18.557000,0 days 00:01:20.711000,0 days 00:00:00
75,33,17,14,0 days 00:01:19.040000,0 days 00:01:20.903000,0 days 00:00:00
75,27,18,15,0 days 00:01:19.563000,0 days 00:01:21.578000,0 days 00:00:00
75,40,18,16,0 days 00:01:20.306000,0 days 00:01:22.453000,0 days 00:00:00
75,2,3,17,0 days 00:01:15.038000,0 days 00:00:00,0 days 00:00:00
75,22,6,18,0 days 00:01:15.746000,0 days 00:00:00,0 days 00:00:00
76,8,1,1,0 days 00:01:13.644000,0 days 00:01:16.681000,0 days 00:00:00
76,4,4,2,0 days 00:01:14.125000,0 days 00:01:16.281000,0 days 00:00:00
76,17,3,3,0 days 00:01:14.584000,0 days 00:01:17.072000,0 days 00:00:00
76,21,4,4,0 days 00:01:14.783000,0 days 00:01:17.317000,0 days 00:00:00
76,15,7,5,0 days 00:01:15.189000,0 days 00:01:17.401000,0 days 00:00:00
76,2,3,6,0 days 00:01:15.128000,0 days 00:01:17.755000,0 days 00:00:00
76,14,9,7,0 days 00:01:15.329000,0 days 00:01:18.538000,0 days 00:00:00
76,30,6,8,0 days 00:01:16.186000,0 days 00:01:18.550000,0 days 00:00:00
76,35,15,9,0 days 00:01:15.921000,0 days 00:01:19.015000,0 days 00:00:00
76,22,6,10,0 days 00:01:16.142000,0 days 00:01:18.841000,0 days 00:00:00
76,13,15,11,0 days 00:01:16.218000,0 days 00:01:18.902000,0 days 00:00:00
76,24,9,12,0 days 00:01:16.817000,0 days 00:01:20.335000,0 days 00:00:00
76,40,18,13,0 days 00:01:18.574000,0 days 00:01:22.236000,0 days 00:00:00
76,27,18,14,0 days 00:01:19.229000,0 days 00:01:22.977000,0 days 00:00:00
76,33,17,15,0 days 00:01:19.408000,0 days 00:01:23.670000,0 days 00:00:00
76,31,1,16,0 days 00:01:14.858000,0 days 00:00:00,0 days 00:00:00
76,39,17,17,0 days 00:01:19.474000,0 days 00:01:23.948000,0 days 00:00:00
76,23,7,18,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
841,20,9,1,0 days 00:01:25.296000,0 days 00:01:24.090000,0 days 00:01:23.529000
841,1,1,2,0 days 00:01:25.384000,0 days 00:01:24.595000,0 days 00:01:24.307000
841,17,9,3,0 days 00:01:25.900000,0 days 00:01:24.658000,0 days 00:01:24.395000
841,18,1,4,0 days 00:01:25.886000,0 days 00:01:24.957000,0 days 00:01:24.779000
841,4,6,5,0 days 00:01:25.707000,0 days 00:01:25.242000,0 days 00:01:24.974000
841,808,4,6,0 days 00:01:25.543000,0 days 00:01:25.582000,0 days 00:01:25.247000
841,3,131,7,0 days 00:01:25.856000,0 days 00:01:25.606000,0 days 00:01:25.421000
841,13,6,8,0 days 00:01:26.031000,0 days 00:01:25.611000,0 days 00:01:25.599000
841,155,15,9,0 days 00:01:25.717000,0 days 00:01:25.405000,0 days 00:01:25.626000
841,67,5,10,0 days 00:01:26.232000,0 days 00:01:25.882000,0 days 00:01:27.066000
841,30,131,11,0 days 00:01:25.962000,0 days 00:01:25.971000,0 days 00:00:00
841,153,5,12,0 days 00:01:26.620000,0 days 00:01:26.103000,0 days 00:00:00
